goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,rating,player,team,id,team_id
0,0,0,1,20.0,0,0.0,1,50.0,0,0,76.92,1,14.29,36,0,2,0,4,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0.0,2,40.0,1,3,1,0,0,0,0,0.0,0,0,,0,0,0,6.63,Javier Méndez,Colo-Colo,924858,3155
0,0,0,0,0.0,0,0.0,0,0.0,0,0,55.56,0,0.0,32,0,1,0,4,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0.0,0,0.0,0,0,0,0,3,1,1,0.0,0,0,,0,0,0,6.63,Facundo Marín,Deportes Limache,2116602,331131
0,1,1,2,28.57,16,53.33,0,0.0,2,0,84.17,18,48.65,501,0,2,0,9,0,0,0,7,1,0,0,0,0,13,0,202,1,0,0.0,15,37.5,7,49,2,0,2,1,1,0.0,0,0,,0,1,0,6.63,Axel Alfonzo,Deportes Limache,1199394,331131
1,1,0,27,48.21,16,57.14,7,58.33,17,0,80.06,43,51.19,801,3,12,4,10,0,0,0,12,1,0,0,0,0,73,0,273,5,8,21.62,12,26.09,14,22,9,0,8,1,3,12.5,0,0,,0,1,0,6.63,Ariel Cáceres,Deportes Concepción,939938,3160
1,3,0,26,32.1,23,47.92,5,25.0,9,3,64.62,49,37.98,898,12,15,23,14,0,0,0,13,2,0,0,0,0,62,6,137,14,4,36.36,6,30.0,2,12,4,1,25,8,9,4.0,1,0,,0,0,0,6.63,Maximiliano Rodríguez,Huachipato,940483,3164
3,3,0,13,41.94,39,46.43,7,87.5,3,0,52.94,52,45.22,444,3,17,3,15,0,0,0,6,1,0,0,0,0,18,1,54,2,0,0.0,0,0.0,1,6,1,4,16,6,2,18.75,1,2,,0,0,0,6.63,Franco Rami,Ñublense,1518443,7029
0,0,0,8,61.54,0,0.0,3,50.0,1,0,83.33,8,57.14,75,4,0,1,4,0,0,0,1,0,0,0,0,0,11,0,25,0,2,50.0,2,66.67,0,1,1,0,2,1,1,0.0,0,0,,0,0,0,6.63,Vicente Cárcamo,Universidad Católica,1982597,3151
0,1,1,17,36.96,4,57.14,8,44.44,4,0,76.69,21,39.62,336,5,5,8,12,0,0,0,4,0,0,0,0,0,39,2,102,13,5,35.71,7,50.0,3,2,6,0,5,1,1,0.0,0,0,,0,0,0,6.63,Favian Loyola,Audax Italiano,1440662,3162
0,2,0,13,61.9,6,37.5,3,50.0,9,1,83.28,19,51.35,1023,1,4,0,12,0,0,0,16,1,0,0,0,0,19,1,483,2,0,0.0,55,48.67,12,68,1,1,3,1,0,0.0,0,0,,0,1,1,6.62,Marcelo Ortíz,Audax Italiano,895340,3162
0,1,1,12,52.17,21,77.78,0,0.0,10,0,79.67,33,66.0,491,2,6,0,6,0,0,0,5,0,0,0,0,0,8,0,145,0,0,0.0,9,37.5,8,27,4,0,3,0,2,0.0,0,0,,0,0,0,6.62,Elvis Hernández,Coquimbo Unido,1019924,3165
0,0,0,16,48.48,1,12.5,4,33.33,5,0,89.02,17,41.46,341,7,2,2,7,0,0,0,2,2,0,0,0,0,15,1,73,4,3,27.27,0,0.0,4,6,5,0,5,3,1,0.0,0,1,,0,0,0,6.61,Juan Figueroa,Huachipato,1484208,3164
1,0,0,15,53.57,5,27.78,6,75.0,5,0,63.95,20,43.48,414,4,3,4,8,0,0,0,7,3,0,0,0,0,14,0,55,5,3,30.0,2,50.0,1,3,4,1,4,1,1,25.0,0,1,,0,0,0,6.61,Giovanny Ávalos,Ñublense,1503119,7029
0,4,1,23,50.0,34,68.0,2,40.0,15,0,83.24,57,59.38,800,6,13,2,10,0,0,0,13,0,0,0,0,0,27,0,293,2,0,0.0,29,51.79,10,67,5,0,5,1,2,0.0,0,1,,1,1,0,6.61,David Retamal,Universidad de Concepción,1482287,5034
1,0,0,9,33.33,24,44.44,1,20.0,5,0,58.78,33,40.74,451,3,5,9,13,0,0,0,9,0,0,0,0,0,33,0,77,3,0,0.0,2,50.0,2,6,1,0,11,5,1,9.09,0,0,,0,0,0,6.61,Lucas Pratto,Coquimbo Unido,39244,3165
1,1,0,30,52.63,0,0.0,9,45.0,8,1,77.65,30,45.45,598,13,5,11,14,0,0,0,3,2,0,0,0,0,54,0,132,3,3,15.0,3,25.0,2,3,2,0,11,4,3,9.09,0,5,,0,0,0,6.61,Ignacio Vásquez,Universidad de Chile,1482412,3161
3,4,0,17,36.96,53,51.46,7,70.0,4,0,64.88,70,46.98,938,6,21,10,15,0,0,0,9,1,0,0,0,0,54,4,157,7,1,100.0,2,50.0,4,10,0,7,32,17,2,9.38,0,9,,0,1,0,6.61,Arnaldo Castillo,O'Higgins,849177,3163
1,0,0,6,35.29,8,42.11,0,0.0,3,1,61.29,14,38.89,230,3,3,5,6,0,0,0,5,2,0,0,0,0,16,1,38,3,0,0.0,0,0.0,0,1,0,0,5,2,1,20.0,0,0,,0,0,0,6.6,Ángelo Henríquez,Deportes La Serena,165511,5031
0,2,0,6,35.29,0,0.0,1,33.33,4,1,75.38,6,33.33,105,1,4,1,4,0,0,0,4,1,0,0,0,0,19,0,49,4,1,25.0,4,50.0,1,0,4,0,3,1,1,0.0,0,0,,0,0,0,6.6,Joan Cruz,Unión La Calera,1002941,48242
0,0,0,5,50.0,5,71.43,1,50.0,2,1,50.0,10,58.82,88,2,0,3,5,0,0,0,0,0,0,0,0,0,2,1,8,1,0,0.0,0,0.0,0,2,1,0,1,0,1,0.0,0,0,,0,0,0,6.6,Diego Valencia,Universidad Católica,906110,3151
0,2,0,6,35.29,3,60.0,1,50.0,5,1,80.17,9,40.91,291,0,4,2,9,0,0,0,10,1,0,0,0,0,27,1,93,5,5,55.56,14,66.67,3,8,4,0,1,0,0,0.0,0,0,,0,0,0,6.6,Esteban Valencia,Cobresal,962847,3167
0,1,0,2,28.57,1,50.0,0,0.0,2,0,88.89,3,33.33,15,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0.0,1,100.0,1,0,1,0,0,0,0,0.0,0,0,,0,0,0,6.6,Cristian Riquelme,Colo-Colo,1002936,3155
0,0,0,0,0.0,1,100.0,0,0.0,0,0,77.5,1,100.0,90,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,31,0,0,0.0,10,52.63,0,1,0,0,0,0,0,0.0,0,0,,0,0,0,6.6,Darío Melo,Universidad Católica,333403,3151
0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,6.6,Benjamín Villarroel,Cobresal,2411247,3167
0,0,0,4,100.0,0,0.0,3,100.0,0,0,76.92,4,80.0,33,1,0,0,2,0,0,0,0,2,0,0,0,0,2,0,10,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,6.6,Maximiliano Fernandez,Unión La Calera,2456453,48242
0,0,0,5,41.67,2,66.67,2,66.67,3,0,62.5,7,46.67,117,0,5,0,4,0,0,0,1,1,0,0,0,0,6,0,35,1,0,0.0,1,20.0,1,1,1,0,1,0,0,0.0,0,0,,0,0,0,6.6,Gabriel Pinto,O'Higgins,1798259,3163
0,0,0,6,54.55,1,33.33,4,66.67,1,0,82.35,7,50.0,126,1,2,0,4,0,0,0,2,1,0,0,0,0,9,0,28,3,2,20.0,0,0.0,0,1,1,0,3,1,0,0.0,0,0,,0,0,0,6.6,Cristobal Zambrano,Universidad de Concepción,2163290,5034
0,1,0,5,50.0,3,75.0,1,100.0,3,0,84.27,8,57.14,88,1,1,3,7,0,0,0,0,0,0,0,0,0,16,0,75,0,0,0.0,7,63.64,0,2,1,1,4,1,0,0.0,0,0,,0,0,0,6.6,Alfred Canales,Universidad Católica,1016766,3151
0,1,0,11,64.71,11,50.0,2,66.67,8,0,74.51,22,56.41,357,1,2,1,7,0,0,0,8,1,0,0,0,0,16,0,114,2,2,66.67,13,48.15,5,23,2,0,2,0,1,0.0,0,0,,0,1,0,6.6,Oliver Rojas,Audax Italiano,906112,3162
1,0,0,41,44.57,3,17.65,20,52.63,9,0,80.37,44,40.37,891,12,0,17,15,0,0,0,15,2,0,0,0,0,93,2,217,15,9,16.67,7,53.85,2,5,16,0,24,7,7,4.17,2,1,,0,0,0,6.59,Aldrix Jara,Deportes Concepción,986422,3160
1,3,0,12,38.71,4,57.14,1,12.5,9,1,74.59,16,42.11,390,2,6,6,10,0,0,0,10,2,0,0,0,0,31,0,91,4,3,15.79,3,75.0,3,5,1,0,5,1,2,20.0,0,3,,0,0,0,6.59,Antonio Díaz,Universidad de Concepción,906108,5034
0,1,0,21,63.64,3,33.33,5,71.43,8,0,78.86,24,57.14,329,8,7,3,10,0,0,0,6,1,0,0,0,0,23,0,97,0,0,0.0,9,56.25,1,5,1,0,3,1,1,0.0,0,0,,1,0,0,6.59,Benjamin Schamine,O'Higgins,1485083,3163
0,5,0,29,54.72,20,62.5,2,40.0,18,1,71.29,49,57.65,1178,9,9,7,14,0,0,0,14,4,0,0,0,0,77,5,370,15,12,21.43,36,31.58,5,54,6,0,3,0,2,0.0,0,2,,0,1,1,6.59,Christopher Díaz,Unión La Calera,889511,48242
0,1,2,14,43.75,13,76.47,0,0.0,8,0,82.76,27,55.1,367,6,15,0,7,0,0,0,4,0,0,0,0,0,13,0,120,0,0,0.0,9,39.13,3,29,3,0,8,1,2,0.0,0,0,,0,1,0,6.59,Pablo Calderón,Ñublense,1015675,7029
0,6,0,44,54.32,23,57.5,4,36.36,23,0,83.27,67,55.37,1170,17,14,9,13,0,0,0,12,4,0,0,0,0,22,0,408,1,2,12.5,17,28.33,6,60,7,0,4,0,1,0.0,0,2,,0,0,0,6.58,Daniel Gutiérrez,Unión La Calera,1111544,48242
3,2,0,27,50.94,33,35.87,2,18.18,10,0,65.03,60,41.38,813,15,6,6,12,0,0,0,12,1,0,0,0,0,43,0,119,5,1,10.0,1,16.67,1,11,6,2,18,6,4,16.67,0,0,,0,1,0,6.58,Cris Martínez,Huachipato,851968,3164
1,2,0,16,33.33,2,22.22,6,33.33,7,0,87.62,18,31.58,315,3,7,10,10,0,0,0,7,0,0,0,0,0,27,0,92,5,2,28.57,6,75.0,6,2,4,1,11,4,4,9.09,1,0,,0,1,0,6.58,Kevin Altez,Huachipato,1177673,3164
0,0,0,11,68.75,5,71.43,4,66.67,6,0,57.78,16,69.57,139,1,2,2,5,0,0,0,4,0,0,0,0,0,8,0,26,2,1,25.0,1,25.0,0,1,0,1,3,0,1,0.0,0,1,,0,0,0,6.58,Claudio Torres,Huachipato,1108549,3164
1,2,0,15,39.47,28,51.85,4,44.44,3,1,46.15,43,46.74,423,9,11,7,9,0,0,0,7,0,0,0,0,0,18,0,48,3,0,0.0,3,30.0,0,7,3,1,14,5,5,7.14,0,2,,0,0,0,6.58,Ronnie Fernández,Palestino,805150,3157
0,0,0,5,55.56,0,0.0,0,0.0,3,0,81.91,5,50.0,174,2,1,0,4,0,0,0,4,0,0,0,0,0,28,0,77,4,2,28.57,2,28.57,1,1,3,0,0,0,0,0.0,0,1,,0,0,0,6.58,Matías Fernández,Colo-Colo,805170,3155
3,4,0,28,39.44,13,26.0,9,56.25,8,2,71.43,41,33.88,949,11,14,19,15,0,0,0,14,1,0,0,0,0,43,2,140,14,4,21.05,7,46.67,4,3,5,2,18,9,3,16.67,0,4,,0,1,0,6.57,Giovani Chiaverano,Audax Italiano,1485094,3162
3,0,0,12,34.29,5,17.86,2,22.22,7,0,74.73,17,26.98,623,3,6,5,10,0,0,0,6,1,0,0,0,0,18,0,68,5,2,28.57,0,0.0,1,4,6,8,29,14,4,10.34,1,7,,0,0,0,6.57,Cristian Palacios,Everton de Viña del Mar,129209,5032
1,0,0,23,38.98,12,40.0,6,33.33,14,1,67.57,35,39.33,434,3,8,9,11,0,0,0,6,0,0,0,0,0,33,1,75,6,3,20.0,2,66.67,4,4,8,0,8,2,4,12.5,0,0,,0,0,0,6.57,Martín Araya,Palestino,1464930,3157
1,2,0,12,26.09,4,36.36,6,40.0,4,0,72.0,16,28.07,466,2,12,5,13,0,0,0,8,1,0,0,0,0,35,0,108,7,5,25.0,10,62.5,5,4,8,1,11,5,2,9.09,0,3,,0,0,0,6.57,Matías Marín,Deportes La Serena,874589,5031
0,2,0,19,73.08,16,59.26,1,50.0,16,0,85.93,35,66.04,754,2,6,1,11,0,0,0,11,5,0,0,0,0,11,0,232,1,0,0.0,13,37.14,5,65,0,0,3,0,1,0.0,0,0,,1,2,0,6.57,Christian Moreno,Cobresal,832663,3167
0,1,0,3,50.0,1,33.33,0,0.0,3,0,75.76,4,44.44,110,0,3,1,3,0,0,0,2,0,0,0,0,0,5,0,25,0,0,0.0,1,33.33,0,3,1,0,2,0,1,0.0,0,0,,0,0,0,6.57,Christian Mansilla,Ñublense,1475422,7029
0,0,0,9,64.29,1,20.0,1,33.33,5,0,60.0,10,52.63,98,3,1,1,5,0,0,0,2,0,0,0,0,0,5,0,18,2,1,25.0,1,50.0,3,2,1,0,2,0,0,0.0,0,0,,0,0,0,6.57,Matías Pinto,Deportes La Serena,1155908,5031
1,2,0,50,37.88,1,7.14,21,42.0,15,0,75.13,51,34.93,881,14,17,29,14,0,0,0,11,0,0,0,0,0,68,0,148,10,7,25.93,10,66.67,6,1,7,2,15,6,6,6.67,0,2,,0,0,0,6.56,Bayron Oyarzo,Unión La Calera,951277,48242
2,1,0,13,34.21,6,31.58,4,33.33,5,0,62.32,19,33.33,464,4,7,10,8,0,0,0,5,0,0,0,0,0,16,0,43,2,2,22.22,1,33.33,2,2,2,1,10,5,2,20.0,0,2,,0,0,0,6.56,Ignacio Mesías,Deportes Concepción,906106,3160
0,1,0,19,51.35,9,47.37,6,60.0,9,0,82.12,28,50.0,734,4,6,2,13,0,0,0,12,3,0,0,0,0,59,0,271,8,11,33.33,10,38.46,12,24,6,0,7,2,1,0.0,0,1,,0,1,0,6.56,Cristián Gutiérrez,Unión La Calera,819005,48242
0,0,0,9,81.82,11,50.0,0,0.0,5,0,59.26,20,60.61,183,4,2,0,6,0,0,0,1,0,0,0,0,0,6,0,16,2,0,0.0,1,100.0,0,1,0,4,7,2,1,0.0,1,4,,0,0,0,6.56,Carlos Escobar,Deportes Concepción,247079,3160
0,1,0,9,31.03,3,42.86,0,0.0,6,0,76.85,12,33.33,307,3,7,6,7,0,0,0,6,0,0,0,0,0,30,0,83,0,0,0.0,6,54.55,1,0,2,1,5,2,1,0.0,1,0,,0,0,0,6.56,Carlo Villanueva,Unión La Calera,861299,48242
1,2,0,19,47.5,5,62.5,4,57.14,10,0,79.76,24,50.0,243,5,4,11,6,0,0,0,7,0,0,0,0,0,25,0,67,0,1,33.33,4,80.0,2,1,3,0,4,1,1,25.0,0,0,,0,1,0,6.55,Pablo Rodríguez,Coquimbo Unido,2048673,3165
0,0,0,4,66.67,0,0.0,1,100.0,3,0,67.92,4,44.44,101,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,36,0,0,0.0,0,0.0,0,7,1,0,0,0,0,0.0,0,0,,0,0,0,6.55,Mateo González Cortés,Deportes Concepción,2511194,3160
0,2,0,5,55.56,6,46.15,0,0.0,2,0,79.82,11,50.0,211,3,2,0,4,0,0,0,3,0,0,0,0,0,4,0,87,2,0,0.0,17,56.67,8,20,2,0,0,0,0,0.0,0,0,,0,0,0,6.55,Bastián Ubal,Universidad de Concepción,1106822,5034
0,0,0,2,28.57,3,75.0,0,0.0,2,0,80.0,5,45.45,139,0,1,1,6,0,0,0,4,0,0,0,0,0,3,1,48,1,0,0.0,5,45.45,4,19,1,0,0,0,0,0.0,0,0,,0,0,0,6.55,Diego Monreal,Audax Italiano,1473443,3162
0,0,0,31,55.36,4,26.67,8,38.1,12,1,76.88,35,49.3,653,11,5,3,13,0,0,0,12,0,0,0,0,0,40,2,133,6,4,16.0,4,33.33,10,20,5,0,5,0,2,0.0,0,0,,0,0,0,6.55,Paolo Guajardo,Audax Italiano,1114520,3162
0,0,0,23,56.1,4,33.33,3,42.86,19,0,73.0,27,50.94,487,1,0,3,11,0,0,0,10,0,0,0,0,0,26,1,146,3,3,23.08,9,29.03,12,20,11,0,2,1,0,0.0,0,0,,0,0,0,6.54,Brayan Véjar,Deportes Concepción,312318,3160
1,2,1,21,48.84,16,45.71,3,42.86,7,0,67.77,37,47.44,569,11,8,7,10,0,0,0,2,1,0,0,0,0,28,1,82,6,0,0.0,4,50.0,0,5,3,3,14,8,2,7.14,0,2,,0,0,0,6.54,Juan Martín Lucero,Universidad de Chile,359024,3161
0,4,0,22,48.89,0,0.0,2,50.0,12,0,83.86,22,45.83,492,8,9,7,10,0,0,0,8,2,0,0,0,0,57,0,213,1,1,16.67,7,36.84,14,0,5,1,4,0,2,0.0,0,0,,0,1,0,6.54,Yerko Leiva,Unión La Calera,822444,48242
0,2,0,15,44.12,4,36.36,4,44.44,8,0,71.67,19,42.22,265,3,6,6,11,0,0,0,5,0,0,0,0,0,14,0,43,2,1,25.0,2,33.33,4,4,2,0,8,2,1,0.0,0,1,,0,0,0,6.54,Ángel Gillard,Deportes Concepción,1125898,3160
0,2,0,26,36.11,13,27.08,6,31.58,4,2,73.96,39,32.5,816,17,10,18,15,0,0,0,9,1,0,0,0,0,45,4,125,13,10,26.32,5,55.56,10,18,7,3,14,3,6,0.0,0,2,,0,0,0,6.53,Emiliano Ramos,Everton de Viña del Mar,1199239,5032
0,0,0,4,44.44,1,16.67,3,50.0,0,0,67.86,5,33.33,158,1,0,1,6,0,0,0,1,0,0,0,0,0,2,0,38,0,0,0.0,1,16.67,0,9,1,0,2,1,0,0.0,0,0,,0,0,0,6.53,Martín Jiménez,Audax Italiano,1997135,3162
0,1,0,19,61.29,5,38.46,6,46.15,4,0,73.61,24,54.55,387,9,3,2,9,0,0,0,5,2,0,0,0,0,21,1,53,4,3,17.65,0,0.0,3,1,0,2,8,2,3,0.0,0,0,,0,0,0,6.53,Joaquín Tapia,O'Higgins,1798260,3163
0,3,1,10,38.46,6,50.0,0,0.0,7,0,83.74,16,42.11,374,3,8,5,11,0,0,0,6,2,0,0,0,0,32,0,170,3,0,0.0,17,68.0,8,5,2,0,2,1,1,0.0,0,0,,0,0,0,6.53,Camilo Moya,Unión La Calera,822449,48242
1,0,0,4,50.0,0,0.0,1,50.0,1,1,81.08,4,26.67,151,2,2,2,9,0,0,0,0,0,0,0,0,0,15,1,30,4,0,0.0,0,0.0,0,0,0,2,9,2,2,11.11,0,1,,0,0,0,6.52,Yastin Cuevas,Colo-Colo,1997136,3155
0,1,0,6,42.86,0,0.0,2,50.0,2,0,74.47,6,37.5,142,2,3,1,5,0,0,0,2,0,0,0,0,0,14,1,35,2,3,75.0,2,40.0,2,0,2,0,2,0,1,0.0,0,0,,0,0,0,6.52,Leenhan Romero,Deportes Concepción,1482455,3160
0,2,0,2,16.67,0,0.0,0,0.0,1,0,74.68,2,14.29,152,1,4,2,5,0,0,0,2,0,0,0,0,0,20,0,59,2,2,66.67,6,42.86,3,2,3,0,2,1,0,0.0,0,0,,0,0,0,6.52,Javier Nicolás Cárcamo,Huachipato,1656140,3164
1,1,0,10,28.57,6,40.0,3,30.0,2,0,63.64,16,32.0,205,5,9,8,6,0,0,0,1,0,0,0,0,0,14,0,35,3,0,0.0,1,100.0,0,3,1,1,4,3,0,25.0,0,2,,0,0,0,6.52,Santiago Londoño,Everton de Viña del Mar,1508614,5032
1,1,0,11,39.29,7,63.64,5,38.46,2,0,68.0,18,46.15,208,4,5,3,7,0,0,0,3,0,0,0,0,0,19,0,51,3,0,0.0,0,0.0,0,4,1,0,6,3,1,16.67,0,1,,0,0,0,6.51,Juan Francisco Rossel,Universidad Católica,1409361,3151
0,0,0,11,22.45,0,0.0,3,15.0,5,2,77.56,11,20.0,670,3,9,8,14,0,0,0,11,0,0,0,0,0,77,5,159,9,6,23.08,6,37.5,4,4,4,0,18,4,6,0.0,1,3,,0,0,0,6.51,Benjamín Chandía,Coquimbo Unido,1125880,3165
1,1,0,11,30.56,3,30.0,2,25.0,5,1,71.82,14,30.43,352,4,6,6,8,0,0,0,9,1,0,0,0,0,20,0,79,4,2,20.0,7,36.84,1,13,8,0,2,2,0,50.0,0,0,,0,0,0,6.51,Benjamín Valenzuela,Cobresal,1973053,3167
1,1,0,4,26.67,1,50.0,1,25.0,2,0,73.81,5,29.41,184,1,3,3,4,0,0,0,2,1,0,0,0,0,14,0,31,1,3,25.0,0,0.0,0,1,2,0,2,2,0,50.0,0,0,,0,0,0,6.5,Lucas Molina,Ñublense,1396682,7029
0,0,0,0,0.0,0,0.0,0,0.0,0,1,50.0,0,0.0,19,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,3,1,1,50.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,6.5,Ian Alegría,Palestino,1985127,3157
0,0,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,6.5,Rodrigo Catalán,Colo-Colo,2537211,3155
0,0,0,2,50.0,0,0.0,0,0.0,0,0,75.0,2,50.0,44,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0.0,0,0.0,0,0,0,0,1,0,1,0.0,0,0,,0,0,0,6.5,Dixon Pereira,Coquimbo Unido,1836149,3165
0,0,0,0,0.0,1,33.33,0,0.0,0,0,60.0,1,33.33,13,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0.0,0,0.0,0,2,0,0,1,0,0,0.0,0,0,,0,0,0,6.5,Martín Espinoza Pino,Universidad de Chile,2145368,3161
0,0,0,0,0.0,1,50.0,0,0.0,0,0,100.0,1,33.33,13,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0.0,0,1,0,0,1,0,0,0.0,0,0,,0,0,0,6.5,Esteban Moreira,O'Higgins,1022946,3163
0,0,0,0,0.0,1,50.0,0,0.0,0,0,100.0,1,33.33,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,,0,0,0,6.5,Daniel Saavedra,Ñublense,1981750,7029
0,0,0,2,100.0,0,0.0,1,100.0,0,0,100.0,2,66.67,11,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0.0,1,100.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,6.5,Carlos Herrera,Huachipato,942703,3164
0,0,0,1,50.0,0,0.0,0,0.0,1,0,100.0,1,50.0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0.0,0,0,1,0,1,0,0,0.0,0,0,,0,0,0,6.5,Fabricio Diaz,Deportes La Serena,2036609,5031
0,0,0,1,50.0,1,100.0,0,0.0,0,0,50.0,2,66.67,15,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0.0,1,50.0,0,1,1,0,0,0,0,0.0,0,0,,0,0,0,6.5,Joaquín González,Ñublense,2038473,7029
0,0,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,16,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,6.5,Joel Ahumada,Audax Italiano,2456836,3162
0,0,0,1,50.0,0,0.0,0,0.0,1,0,83.33,1,50.0,29,0,1,0,1,0,0,0,1,0,0,0,0,0,7,0,20,0,0,0.0,1,50.0,0,0,0,0,1,1,0,0.0,0,0,,0,0,0,6.5,Ricardo Rebolledo,Everton de Viña del Mar,2462954,5032
0,0,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,10,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0.0,0,0.0,0,1,0,0,1,0,0,0.0,0,0,,0,0,0,6.5,Danilo Catalán,Deportes Limache,877098,331131
0,0,0,2,33.33,1,33.33,0,0.0,2,0,74.29,3,33.33,87,0,1,1,3,0,0,0,3,0,0,0,0,0,7,0,26,1,0,0.0,4,66.67,2,4,2,0,2,0,1,0.0,0,0,,0,0,0,6.5,Byron Navarro,Everton de Viña del Mar,1384618,5032
0,1,1,53,60.92,11,45.83,14,60.87,33,0,67.52,64,57.66,1048,6,10,2,12,0,0,0,18,2,0,0,0,0,42,0,185,6,1,4.55,15,33.33,15,34,13,0,6,2,0,0.0,0,1,,0,0,0,6.5,Yahir Salazar,Deportes La Serena,1384819,5031
0,4,0,37,59.68,29,49.15,1,50.0,33,0,85.53,66,54.55,1215,3,19,0,14,0,0,0,19,4,0,0,0,0,26,0,396,0,0,0.0,37,50.0,22,92,7,0,2,0,0,0.0,0,0,,1,0,0,6.5,Franco Bechtholdt,Cobresal,889519,3167
0,2,0,24,45.28,4,50.0,7,43.75,17,0,75.66,28,45.9,575,0,6,6,10,0,0,0,7,2,0,0,0,0,24,0,143,1,5,27.78,18,54.55,15,11,8,0,4,1,0,0.0,1,0,,0,0,0,6.49,Rodrigo Sandoval,Cobresal,1014802,3167
0,2,0,10,58.82,3,60.0,1,50.0,8,0,83.04,13,59.09,472,1,3,3,9,0,0,0,7,2,0,0,0,0,23,0,142,2,6,54.55,9,36.0,7,17,0,0,1,0,1,0.0,0,1,,1,0,0,6.49,Javier Rojas,Deportes Concepción,1980392,3160
1,5,0,23,36.51,4,19.05,8,40.0,8,1,77.97,27,32.14,636,7,16,8,13,0,0,0,4,1,0,0,0,0,81,2,184,9,4,22.22,5,27.78,1,3,4,4,20,5,7,5.0,0,4,,0,0,0,6.48,Julián Alfaro,Everton de Viña del Mar,956838,5032
0,3,0,7,38.89,3,100.0,2,50.0,5,0,66.67,10,47.62,158,0,7,2,6,0,0,0,0,1,0,0,0,0,6,0,26,2,2,16.67,2,33.33,0,7,1,0,1,0,0,0.0,0,0,,0,0,0,6.48,Dilan Salgado,Palestino,1386875,3157
1,1,1,7,50.0,2,33.33,1,50.0,3,1,71.7,9,45.0,151,3,2,2,7,0,0,0,3,0,0,0,0,0,17,1,38,1,0,0.0,2,40.0,1,5,2,0,3,2,1,33.33,0,0,,0,1,0,6.47,Flavio Moya,Deportes Limache,1644853,331131
0,0,0,8,25.0,15,34.88,4,44.44,2,0,62.4,23,30.67,579,2,7,8,14,0,0,0,3,4,0,0,0,0,32,1,78,1,0,0.0,3,42.86,2,4,4,4,12,4,4,0.0,1,2,,0,0,0,6.47,Francisco Jose Pozzo,Unión La Calera,1523685,48242
0,0,0,2,66.67,0,0.0,0,0.0,1,0,61.29,2,66.67,270,1,0,0,3,6,5,1,4,0,5,2,2,3,8,0,57,1,0,0.0,26,41.94,0,3,1,0,0,0,0,0.0,0,0,,2,0,0,6.47,Gonzalo Flores,Coquimbo Unido,1119737,3165
